Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors_gt_224,obj,stream,xref,trailer,startxref,filesize_kb,label_numeric,label,dummy_0,dummy_1,dummy_2
2,1,5,0,1,1,1,1,0,0,0,0,0,0,96,37,0,0,4,109.82960058830182,1,malicious,-1.1711856169844936,0.009304316733247471,-0.13224545339858915
1,0,1,0,0,0,0,0,0,0,0,0,0,0,32,7,2,3,2,22.866897982656916,1,malicious,-0.277661823718516,-0.2652366198455667,-0.25246426020005935
1,0,0,1,1,0,1,0,0,0,0,0,0,0,19,6,1,1,1,8.340725160952577,1,malicious,0.7289256548106806,-1.2087049642664096,-0.40586340448659436
1,0,0,0,1,0,1,0,0,0,0,0,0,0,10,4,1,1,1,50.67040108180979,1,malicious,0.06515022911559387,0.7973386519286235,0.5536746546089324
0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,3,0,1,0,5.5328578713154,1,malicious,1.190612642154613,-2.475412457097007,0.09259747003884672
0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,5,1,1,1,2.7449530600750958,1,malicious,1.0011047396578607,-0.17203206208956473,0.16913966796633592
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,6,1,1,1,0.0,1,malicious,-0.3905196957324051,1.973834449204313,0.07160587037967656
1,0,1,0,0,0,1,0,0,0,0,0,0,0,23,0,1,0,1,101.20901160436553,1,malicious,0.220290771566548,-0.27842855881510536,-0.9532211457492814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,0,0,1,305.12922297605695,1,malicious,-1.3563448632044208,1.1907267132569146,-0.22770209132156669
4,0,0,1,1,0,1,0,0,0,0,0,0,0,22,8,1,1,1,4.628512028705016,1,malicious,-0.2954546541686716,-1.6760552887461413,-0.5460487406795508
2,0,0,1,1,1,1,1,0,0,0,0,1,0,19,7,1,1,1,11.242279581713387,1,malicious,1.5520880261434988,-0.027434278244061843,0.5070536930678945
1,0,1,1,1,1,1,1,0,0,0,1,1,0,30,7,0,0,0,102.9482421875,1,malicious,-0.5540404559415548,-0.8513805513109466,-1.4131570879278355
2,0,0,1,1,1,1,1,0,0,0,1,1,0,18,5,1,1,1,735.625,1,malicious,0.08054078906569875,-1.7355690975321232,-1.0371723644228004
1,0,1,1,1,0,1,0,0,0,0,0,0,0,17,2,1,1,1,16.48786034797654,1,malicious,-1.0116155093470116,0.8339080255404749,0.30446433070360046
1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,1,0,2,0.06599658550314258,1,malicious,-1.1444079159702323,-0.20504174985523924,-0.03151619979685288
3,0,1,0,0,0,1,0,0,0,0,0,0,0,17,7,1,1,1,0.8366142341962908,1,malicious,1.15133348872535,0.10314286576443497,1.4977691861497884
3,0,1,1,1,1,1,0,0,0,0,0,0,0,76,34,3,3,2,208.0256657073884,1,malicious,-0.11360845032691935,-1.5277538382012121,0.2902461358453413
4,0,3,1,1,1,1,0,0,0,0,0,0,0,84,34,10,10,6,62.51758674235058,1,malicious,0.026298677280913757,-0.71585900439856,1.0864802489048973
2,0,0,1,1,0,1,1,0,0,0,0,0,0,30,2,1,1,1,15.027083414613994,0,benign,-0.8314795557138825,0.6468021384017384,2.2133443276327833
1,0,6,0,0,0,0,0,0,0,0,0,0,0,31,33,0,0,1,26.425702938229087,1,malicious,-0.2091422867028337,-1.2371307506385778,-0.2348870547931759
26,0,0,1,1,0,1,0,0,0,0,0,0,0,35,9,2,2,2,487.69650764990195,1,malicious,-0.08883326823038559,-1.4275945315150438,-0.7112147825892665
8,0,0,1,1,0,1,0,0,0,0,0,0,0,28,1,1,1,1,8.937645692251644,1,malicious,-1.0835925279211889,1.6476458754065169,0.963565329828946
2,0,0,0,1,0,1,0,0,0,0,1,0,0,12,2,1,2,1,52.96484375,1,malicious,0.9581801133199604,-1.8135615989819307,-0.9062003820096654
1,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,1,1,1,6.831242630775333,1,malicious,-0.25475107979931116,0.09476223875109724,1.9102605225033242
12,1,0,1,1,0,1,1,0,1,0,1,1,0,106,34,1,1,2,413.2648968935714,1,malicious,-0.5697512599249663,1.461482883577266,1.2591012294097048
2,0,1,1,1,1,1,0,0,0,1,0,0,0,95,30,3,4,3,935.7265146577465,1,malicious,-0.9404285884459617,-0.23336950058042055,-1.2988581538024635
7,1,0,1,1,0,1,1,0,1,0,1,1,0,89,24,1,1,2,298.59288272533485,1,malicious,-0.20113588528162696,-1.034433819703763,-1.9587156419586205
1,0,5,0,0,0,0,0,0,0,0,0,0,0,64,29,2,0,2,75.02587969816427,1,malicious,-0.5059646536934681,-0.9939614847630585,1.4941115532973335
1,1,0,1,1,0,1,1,0,0,0,0,0,0,12,1,1,1,1,2.1717688947748766,1,malicious,0.17368102970089194,1.0907492643520913,-0.9044101906661154
0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,2,1,1,1,10.782495681148534,1,malicious,1.4131354052194327,0.4697442640299204,-0.5256058636059514
2,0,1,1,1,1,1,0,0,0,0,0,0,0,56,25,3,3,3,356.49939100025193,1,malicious,0.5699650258673425,-0.42973624407451866,-1.3153908099145408
31,0,0,0,0,1,1,1,0,0,0,1,1,0,14,1,9,15,8,2.720703125,1,malicious,0.07701000007666527,1.152144699100599,0.29646967950560754
1,0,0,1,1,0,1,0,0,0,0,1,0,0,6,1,0,0,0,735.4580078125,1,malicious,-0.362823988865235,-0.3034551787029422,-0.823783840149313
1,0,0,1,1,0,1,1,0,0,0,0,0,0,19,1,1,1,1,6.193252429701138,1,malicious,0.7333484821230244,-0.28505047579026405,-0.9006053025486438
1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,5,2,2,2,154.88072432173368,1,malicious,-1.0100046030145364,-0.11362975236601972,0.8611217736201813
2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,2,2,136.92029866262757,1,malicious,-0.48935912902774503,0.3794722754780175,-0.4256168905484285
3,0,0,1,1,0,1,0,0,0,0,0,0,0,104,8,1,1,1,0.0,1,malicious,-0.15909112354547233,-1.6345371688981456,-0.05774217504028377
0,0,0,1,1,0,1,0,0,0,0,1,0,0,10,2,0,0,0,7.6904296875,1,malicious,-0.7258694919524725,1.8680987044451296,-1.194104324056383
3,0,0,1,1,0,1,0,0,0,0,0,0,0,29,12,2,2,2,176.8373434367926,1,malicious,-0.15604827376933242,0.21359527957306815,-0.6775638928952162
4,0,2,1,1,1,1,0,0,0,0,0,0,0,72,30,10,7,7,75.70647861191561,1,malicious,-1.7177531314683123,0.36462339259424353,-0.7415919352083029
3,0,0,1,1,0,1,0,0,0,0,0,0,0,76,30,7,7,7,360.31266506593494,1,malicious,0.21613851840644277,-0.3041227834476542,1.260597326966942
1,0,6,0,0,0,0,1,0,0,0,0,0,0,44,31,0,0,24,21.278595332449015,1,malicious,3.234444027030867,1.7509139605411992,0.6098584704160451
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,1,1,1,1,9.379144830071084,1,malicious,0.352569464822533,0.7743626567674922,1.018351272359954
0,0,2,0,0,0,0,0,0,0,0,0,0,0,30,21,0,0,1,791.5801267668639,1,malicious,0.16176042661602782,0.6336236675492614,0.8581152574299515
13,0,1,1,1,1,1,0,0,0,0,0,0,0,146,39,46,47,28,135.73110147149342,1,malicious,-1.1528417623433271,-1.0280550863293272,1.2376628906085125
1,0,1,1,1,1,1,0,0,0,0,0,0,0,65,27,0,0,3,214.59281500845574,1,malicious,-0.8996564839463099,0.5937233562742507,-1.4405044620846459
3,0,0,1,1,0,1,0,0,0,0,0,0,0,95,5,2,0,1,35.57826755566908,0,benign,-0.8065564718283978,-1.3125101236046257,0.34171426909282865
3,0,0,1,1,0,1,0,0,0,0,0,0,0,32,15,2,0,2,460.6232208162859,1,malicious,-1.0701714332414245,0.6805025733671116,-0.1913242956915337
4,0,0,1,1,0,1,0,0,0,0,0,0,0,24,6,1,1,1,18.139211240419172,1,malicious,0.5363652072441498,0.0426740117115225,0.992311388600944
1,0,0,1,1,0,1,1,0,0,0,0,0,0,14,2,1,1,1,2.916443023482304,1,malicious,-0.5539953163891083,-0.06880792762783183,-0.8328569959129378
1,0,3,0,0,0,0,0,0,0,0,0,0,0,27,10,2,2,2,85.11873862303766,1,malicious,-0.45393994776214935,-1.4132883063631085,0.45459215737003533
1,0,0,1,1,0,1,0,0,0,0,0,0,0,5,3,1,1,1,2.2443127182605487,1,malicious,2.3330720017338287,-0.6088451046053158,0.14526091984175504
2,0,5,0,0,0,0,0,0,0,0,0,0,0,38,8,0,0,2,167.60529049647718,1,malicious,-0.5656069262481256,-0.4821775348330277,1.0909114489606868
2,0,0,1,1,0,1,1,0,0,0,1,1,0,17,5,1,1,1,52.802734375,1,malicious,0.7465591955201438,1.346586436475204,1.1871794154325173
1,0,0,0,0,0,1,0,0,0,0,0,0,0,24,7,1,1,1,147.97541028865717,1,malicious,0.5159425411920914,0.5844506810011287,-2.1478340540937455
0,0,2,1,1,1,1,1,0,0,0,1,1,0,28,9,0,0,2,6.253854982832846,1,malicious,1.120176063617548,-1.2671068556402307,0.5777578689360482
22,1,0,1,1,0,1,1,0,1,0,1,1,0,84,25,1,1,2,239.54718684603984,1,malicious,0.10708978681274967,1.028629885831659,1.1107512680099019
1,0,1,0,0,0,1,0,0,0,0,1,0,0,11,2,0,1,0,877.2509765625,0,benign,0.585906550270104,0.02879902297787763,-2.1852292006789162
1,0,0,1,1,0,1,0,0,0,0,0,0,0,17,7,1,1,1,39.82204162605167,1,malicious,-1.1081677934288203,-0.13411087090151066,-1.066831930163899
1,0,0,0,1,0,1,0,0,0,0,0,0,0,19,3,1,0,1,288.14719400918915,1,malicious,-0.2735054076412038,-0.7297133296026976,1.3029816242445609
1,0,0,1,1,0,1,1,0,0,0,0,0,0,2,10,1,2,1,0.0,1,malicious,0.25538872566831433,0.02527470026573845,-0.4959718984275477
0,0,3,0,0,0,0,1,0,0,0,1,0,0,83,33,0,0,18,80.34178053467292,1,malicious,2.225705520708612,-0.25532538770765906,0.6726306343063878
1,0,0,1,1,0,1,0,0,0,0,0,0,0,16,9,1,1,1,110.45730660054504,1,malicious,-0.21258912826072,1.2165796665305297,0.13783416892448278
1,0,5,0,0,0,0,1,0,0,0,1,1,0,34,13,0,0,0,77.849609375,1,malicious,0.14028227009152036,-0.7363695542747712,1.2243494303514946
2,0,1,1,1,1,1,1,0,0,0,0,0,0,76,38,0,0,3,489.63638840455036,1,malicious,-0.10789391620619694,-0.08628703182157192,-1.2578824137149343
2,0,4,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,2,229.9866851110637,1,malicious,2.034168158793213,-0.7629528630725734,-0.5191316708676315
1,0,0,1,1,0,1,0,0,0,0,0,0,0,14,2,1,1,1,1.398984534110336,1,malicious,0.7566487668309649,-0.8199588928508998,-0.8251736886370379
1,0,0,1,1,0,1,0,0,0,0,0,0,0,82,10,1,1,1,61.237648640494584,1,malicious,0.2504815869882646,-1.3965750122884628,0.7730358152056402
1,0,0,1,1,0,1,0,0,0,0,0,0,0,20,9,1,4,1,204.89488367947868,1,malicious,-0.6598158178080337,-1.1043232621953076,-0.3565690152022005
7,1,0,1,1,0,1,1,0,1,0,1,1,0,125,32,0,1,2,381.54073426563974,1,malicious,0.3872593442247615,0.8307928522019382,-0.6954029072860659
1,0,0,1,1,0,1,0,0,0,0,1,0,0,12,2,0,2,1,603.1396484375,0,benign,0.5655570005178189,-0.5735415421542798,1.8580604638881466
1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,1,1,1,4.1748373832809715,1,malicious,-0.30116755967201453,0.6657802220105756,1.0945243696081344
1,0,0,1,1,0,1,0,0,0,0,0,0,0,28,11,1,1,1,37.29607935559877,1,malicious,-1.0720971182143406,1.5444690734702502,1.2215898479919467
0,0,2,0,0,0,0,1,0,0,0,1,1,0,27,12,1,0,1,35.28177748596088,1,malicious,-1.102993458293816,1.27138980633591,-0.7565612058313329
1,0,0,1,1,0,1,1,0,0,0,0,0,0,15,2,1,1,1,24.984244574890496,1,malicious,-0.9613117310048798,-0.5782038363605521,-0.1597776199775979
1,0,0,0,1,0,1,0,0,0,0,0,0,0,23,2,1,1,1,11.986553858104525,1,malicious,0.49494001573753577,-1.8236309356451696,-1.1988451819749495
8,1,0,1,1,0,1,1,0,1,0,1,1,0,103,32,1,1,2,285.15648855418857,1,malicious,1.6368514822727,-0.22862473179500997,0.12801695932616367
1,0,0,1,1,0,1,0,0,0,0,0,0,0,7,1,1,1,1,2.9620482192400144,1,malicious,1.3248332488482581,-1.0245603725911625,0.900892308410938
0,0,2,0,0,0,0,1,0,0,0,0,0,0,89,23,0,0,1,312.7670741117716,1,malicious,0.9111248670499469,-0.5566024071053629,0.5270654987281441
1,0,0,1,1,0,1,0,0,0,0,0,0,0,8,2,0,1,0,0.0,1,malicious,0.8285139943177987,1.9923727160724156,-0.8835222601476993
2,0,1,1,1,0,1,0,0,0,0,0,0,0,5,3,1,1,1,0.0,1,malicious,0.3281882460897544,-1.8848577123951233,0.17237046483062018
1,0,1,1,0,0,0,1,0,0,0,0,0,0,23,10,0,2,2,144.18380965376073,1,malicious,0.23136425901816024,0.08846961458330845,-0.1802095572296953
1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,2,2,2,7.948135219817274,1,malicious,-0.4590824115033317,-0.26857130147127195,0.4454499933955137
16,0,0,1,1,0,1,0,0,0,0,0,0,0,99,28,1,1,1,49.499230378961315,1,malicious,0.09946587354274791,0.4583540833336745,0.5639498520200663
1,0,0,1,1,0,1,0,0,0,0,0,0,0,13,7,1,1,1,20.78673819676537,1,malicious,0.5397740954920558,-1.957429908521041,-1.3223338383436107
15,1,0,1,1,0,1,1,0,1,0,1,1,0,81,30,1,1,2,251.41460830335308,1,malicious,-0.03614656016748922,-0.556847593923663,-2.812631424926273
4,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,1,1,2,552.115886206497,1,malicious,-2.2776574909019534,-0.47614850083444527,-1.5168984267572354
1,0,1,1,1,0,1,0,0,1,0,0,0,0,20,7,1,1,1,125.19936801848,1,malicious,-0.7995044873898396,0.9063849946034018,0.872994978293167
3,0,2,1,1,1,1,0,0,0,0,0,0,0,141,28,16,17,10,7.051491435834603,1,malicious,0.24963988748011973,0.19743593537025,0.5492517521492524
3,1,0,0,1,1,1,1,0,0,0,0,0,0,106,35,-1,0,3,458.05373969472095,0,benign,-0.1725195900891367,-0.4184500648350797,0.2602720941892979
1,0,2,0,0,0,0,0,0,0,0,0,0,0,80,32,30,0,2,40.15109691335103,1,malicious,0.8285475363342144,-1.4779481434623167,-0.9968441806661802
1,0,0,0,1,0,1,0,0,0,0,1,0,0,10,2,1,1,1,3.8657510107332556,1,malicious,-0.8249816068667771,2.2848544903130272,-0.3451710626235309
3,0,0,1,1,0,1,0,0,0,0,0,0,0,24,6,1,1,1,20.66562468817849,1,malicious,0.32170311746841485,-0.45008871816966856,-0.09616621656852312
2,0,0,1,1,1,1,1,0,0,0,1,1,0,14,6,1,1,1,13.371906131162572,1,malicious,1.2301191038572252,-0.9493209795173286,0.48427279701864356
2,0,0,1,1,0,1,0,0,0,0,0,0,0,13,6,1,1,1,123.77230096999409,1,malicious,-0.028590091487420654,-0.41388971641543437,-0.21626342130968487
8,0,0,0,0,1,1,1,0,1,0,1,1,0,18,2,9,18,8,349.693359375,1,malicious,-0.18869417507255112,0.01082770022798947,-0.4697641340831643
1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,9,2,2,2,104.46152091126632,1,malicious,1.0201174699944455,0.12714574137030626,1.4631555977316124
2,0,0,1,1,0,1,1,0,0,0,0,0,0,7,2,0,1,0,6.35364258358889,1,malicious,-1.260921373090102,-0.9368332578560242,-0.5387553812669114
0,0,2,0,0,0,0,0,0,0,0,1,0,0,48,28,-1,0,1,111.228515625,1,malicious,-0.3577699782531986,-1.2318833954093602,1.3100792809036503
1,0,6,1,1,0,1,0,0,0,0,0,0,0,106,29,1,2,16,48.10360447640336,1,malicious,-1.5458456584003273,-1.1827200863794318,-1.254238672863055
2,0,2,1,1,1,1,0,0,0,1,0,0,0,96,36,3,3,3,569.8032495143724,1,malicious,-0.07841145502992232,-1.4778042050012257,-0.5893381612679626
1,0,0,1,1,0,1,1,0,0,0,0,0,0,14,2,1,1,1,6.038044694828164,1,malicious,1.039545089951247,-0.16910932901918935,-0.9282592962255731
34,0,0,1,1,1,1,0,0,0,1,0,0,0,120,8,1,4,1,288.2923044505815,1,malicious,-0.07229629363404971,-0.4281243774845897,1.4542463596080024
1,0,0,1,1,0,1,1,0,0,0,0,0,0,13,3,1,1,1,18.2258831500287,1,malicious,-1.1476375846425448,-0.3920507357098666,-0.03646836661861613
1,0,0,1,1,0,1,0,0,0,0,0,0,0,17,5,1,1,1,35.72714949911507,1,malicious,1.058627078779718,0.6709299317860552,1.8585215235090693
1,0,0,1,1,0,1,1,0,0,0,0,0,0,16,2,1,1,1,0.0,1,malicious,0.3369041437440691,-0.28629833763837154,0.9474605746967799
1,0,0,1,1,0,1,1,0,0,0,0,0,0,16,3,0,2,1,27.521068511426208,1,malicious,-0.7282330504465975,-2.6608511258501677,0.2544129681898395
1,0,0,1,1,0,1,1,0,0,0,0,0,0,11,2,1,1,1,13.908303193061046,1,malicious,0.879567692164135,-0.6102083003200429,0.451061151363503
3,0,6,0,0,0,0,1,0,0,0,0,0,0,91,39,0,0,2,416.07901805262384,1,malicious,0.3927254342962824,0.3455409806873712,0.3663231634101292
3,0,2,1,1,1,1,1,0,0,0,1,1,0,31,6,0,1,1,210.94401444910346,1,malicious,1.6237696177513499,0.06716259415237867,-0.9093191753184635
10,0,0,1,1,0,1,1,0,1,0,1,1,0,109,39,1,1,2,251.867502707188,1,malicious,-0.10908832525851567,-0.20882231778798946,-1.6052612663178132
3,1,2,1,1,1,1,0,0,0,0,0,0,0,96,39,0,0,3,1773.6663499105416,1,malicious,0.7982123821312282,-0.24743657129928226,1.3427208894159615
10,0,0,1,1,1,1,0,0,0,0,0,0,0,21,3,1,1,1,19.32739679713471,1,malicious,-1.9120764529331307,0.9264869745255367,0.7739045739763959
0,0,0,1,1,0,1,0,0,0,0,0,0,0,26,1,1,1,1,15.570313005020871,1,malicious,-1.1585206978183047,0.10982294863379788,-0.2870393560714114
1,0,1,0,0,0,0,0,0,0,0,0,0,0,29,10,2,2,2,112.82906916917818,1,malicious,-0.3414683094039737,-0.324788565981895,-0.17324948002292614
28,0,0,1,1,1,1,0,0,0,1,0,0,0,108,28,4,3,3,1257.7801452724657,1,malicious,0.32184037074128885,0.6467370945353774,-0.9656213756935208
0,0,6,0,0,0,0,1,0,0,0,0,0,0,14,8,0,1,0,26.49904972772331,1,malicious,-0.19061750031437988,-1.4452278401675456,0.7788763879294085
0,0,0,1,1,0,1,0,0,0,0,0,0,0,8,1,0,1,0,21.32879859775772,1,malicious,-0.42707593621442985,-0.2617361558825322,0.8970719175963022
1,0,0,1,1,0,1,0,0,0,0,1,0,0,11,3,1,1,1,4.7353515625,0,benign,-0.06405585897370752,0.005262798796689193,-0.05034663215913209
0,0,0,1,1,0,1,0,0,0,0,0,0,0,10,2,1,1,1,0.0,1,malicious,0.6730023870054148,0.0312997610867765,-1.334144165739338
1,0,0,1,1,0,1,0,0,0,0,1,0,0,6,2,1,1,1,741.693359375,1,malicious,-0.3110230382516433,-0.14507149042317627,-0.12733897680562148
8,0,0,0,0,0,0,0,0,0,0,0,0,0,73,19,1,0,1,251.94059262640675,1,malicious,-0.13421798056099968,-0.5525064628065245,-0.27515090877843207
20,0,0,1,1,1,1,0,0,0,1,0,0,0,105,27,4,4,3,134.86221675437426,1,malicious,0.4281983846574341,-0.5908852779039462,0.3077566880997476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,0,0,1,0.0,1,malicious,2.051207805643897,-2.2584343235052478,-0.22395211078960497
5,0,0,1,1,0,1,0,0,0,0,0,0,0,22,9,1,1,1,14.172830084750036,0,benign,-0.428874814607789,-0.8085578311558441,-0.8909104763893368
0,0,0,1,1,0,1,1,0,0,0,1,0,0,13,2,0,0,0,6.1298828125,1,malicious,1.3314340214252696,-0.7479352004411958,-1.489936281543381
11,0,2,1,1,1,1,0,0,0,0,0,0,0,103,48,16,4,10,150.82209603895691,1,malicious,-0.7479833573788673,1.2020222327782573,-0.7827462464891821
1,0,0,1,1,0,1,0,0,0,0,0,0,0,15,7,1,1,1,26.555520892646193,1,malicious,0.5694386582880218,0.7518973861421646,-0.48080557363646687
8,0,0,0,0,1,1,1,0,0,0,1,1,0,18,2,10,18,6,603.1396484375,1,malicious,-1.0120177568585373,0.09006857361863939,0.4781065609684675
2,0,0,1,1,0,1,1,0,0,0,0,0,0,12,7,1,1,1,24.274941303369083,1,malicious,0.8618997561144928,-1.4244240435643207,0.2885735376221859
2,0,0,1,1,1,1,1,0,0,0,0,1,0,17,5,1,1,1,236.97525196885974,1,malicious,0.48498481374838015,-0.05704882218208965,-0.20514340062663172
1,0,1,0,0,0,0,1,0,1,0,0,0,0,130,20,18,16,27,64.64122342363669,1,malicious,1.1169727418735058,-0.5612533157157603,-0.0968352020237498
0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,1,1,1,2.6310916637360524,1,malicious,-1.0666226006761323,-0.7868032518198451,-0.09125856225918128
0,0,2,0,1,0,1,1,0,0,0,1,1,0,28,14,0,0,1,48.5534954727883,1,malicious,-0.14638481902002587,-2.3240128412318266,-0.07082407917424843
1,0,0,1,1,0,1,0,0,0,0,0,0,0,57,2,0,1,0,12.637968016934073,1,malicious,-0.653460380266411,-0.0797790474092661,1.323150586277449
0,0,0,1,1,0,1,0,0,0,0,0,0,0,9,3,1,1,1,0.0,1,malicious,-0.494638903873012,-0.8228131245425548,0.5321845765241314
1,0,0,1,1,0,1,0,0,0,0,0,0,0,25,6,2,2,2,45.22768363119449,1,malicious,-1.3159971167287792,0.485451575117567,-1.515796951057405
1,0,0,1,1,0,1,0,0,0,0,0,0,0,22,7,1,1,1,0.0,1,malicious,-0.604342979933449,1.2494284611404658,0.870274467331387
8,1,0,1,1,0,1,1,0,1,0,1,1,0,115,30,1,1,2,398.29587809792935,1,malicious,0.6077659406369751,2.0470154920786605,1.032315113906724
15,0,0,1,1,0,1,0,0,0,0,0,0,0,28,8,1,1,1,15.687020846771649,1,malicious,-0.14147725188443236,-0.4576451382154656,0.6745160948489598
1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,7,1,2,2,23.757990276435464,1,malicious,1.6986567207134613,-0.46899664484841824,0.3082114942456441
39,0,0,1,1,1,1,0,0,0,1,0,0,0,100,28,4,3,3,345.2182010388573,1,malicious,0.1301297383508303,1.0227664467240318,-0.19625797268602171
1,0,6,0,0,0,0,1,0,0,0,1,1,0,30,6,0,0,0,101.49577551466739,1,malicious,0.9084446685654209,-1.1400895305682601,0.5161725955909663
1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,1,1,1,0.45969296874907606,1,malicious,-0.6491628856396413,1.032160072051626,-0.7296300066100369
2,0,0,1,0,1,0,1,0,0,0,1,1,0,16,6,1,1,2,412.4189453125,1,malicious,-1.5502172440719193,-0.16049413217853434,-0.5025198795551169
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,28.971353089528883,1,malicious,0.3185608247498406,-0.6515383331880864,1.3170355233271789
13,0,1,0,0,1,0,0,0,0,0,0,0,0,87,30,46,39,25,76.91692090522918,1,malicious,0.7526115652661746,0.07647562300747691,0.15997027189627488
1,0,0,1,1,0,1,0,0,0,0,0,0,0,14,2,1,2,0,3.3913219872643072,1,malicious,0.08194788397493886,-0.5138198134447148,-1.3535787243377357
1,0,0,1,1,0,1,1,0,0,0,0,0,0,12,3,1,1,1,6.715223857891431,1,malicious,0.1349430714415741,1.0686206617118617,-0.7255079320520934
3,0,2,1,1,1,1,0,0,0,1,0,0,0,84,29,3,4,3,599.5122763039046,1,malicious,1.2435019045997189,1.1932805580284331,0.5468062732863884
1,0,0,1,1,0,1,0,0,0,0,0,0,0,11,3,1,1,1,10.795531837181509,1,malicious,-0.060768186423407186,-0.6365878331570315,-0.5567684164061686
4,0,0,0,0,0,1,0,0,0,0,0,0,0,95,6,1,1,1,95.90642656354082,1,malicious,-0.7835445919679263,-0.26734549509633476,-1.3092451446556101
0,0,0,1,1,0,1,0,0,0,0,0,0,0,8,2,1,1,1,25.322448061482234,0,benign,1.7176482418180097,-0.5191320220460997,0.6044737933757777
19,0,0,1,1,1,1,0,0,0,1,0,0,0,122,30,4,4,4,352.7539738184668,1,malicious,1.953329182177024,0.0369815799966864,0.1632383706779833
1,1,0,1,1,0,1,1,0,0,0,0,0,0,13,1,1,1,1,2.2772483510552526,1,malicious,1.5443970170135475,1.004682192594821,0.6419122263689359
1,0,0,1,1,0,1,1,0,0,0,0,0,0,15,2,1,1,1,0.0,0,benign,0.9665217072411427,-0.8105574623362873,0.059355006916885125
1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,6,2,2,2,36.28836585142147,1,malicious,-0.14818778495570645,-0.6620508595186162,-0.926310846358708
19,0,6,1,1,1,1,0,0,0,1,0,0,0,100,30,3,4,4,288.4170977117623,1,malicious,0.6367997380652173,0.22403237883462213,0.34651557726254806
1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,1,1,1,1,7.2800381075356775,1,malicious,0.061810555084678274,-0.025853311496198506,-0.3717944972550962
1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,2,1,1,1,0.0,0,benign,-0.4431338048887854,0.36941682975369944,1.0374909867399253
29,0,1,1,1,1,1,0,0,0,1,0,0,0,93,36,2,2,3,846.1298841681913,1,malicious,-1.4889490066397477,1.009470841363557,0.737778702528012
1,0,1,1,1,0,1,0,0,0,0,0,0,0,22,2,1,1,1,211.18763016536388,1,malicious,0.39441556496192065,0.3618142802748415,-0.9797284264283517
1,0,1,0,0,0,0,1,0,0,0,0,0,0,40,10,1,2,2,39.10823614508482,1,malicious,0.9582129549525081,-1.7935848623912507,0.6514846119035095
1,0,0,1,1,0,1,0,0,0,0,0,0,0,18,7,0,1,1,0.0,1,malicious,0.050964176446957075,0.3969512979597492,-0.8832862956590145
1,0,0,1,1,0,1,0,0,0,0,0,0,0,9,1,1,1,1,0.0,1,malicious,1.3844880971412181,-0.5684048322600969,1.6499410949948015
2,1,0,1,1,1,1,1,0,0,0,0,1,0,16,5,1,1,1,569.9832634570234,1,malicious,0.7462757590317965,0.4870100326003782,0.057630435910949435
1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,1,1,1,143.63740028035087,1,malicious,-1.300680274783601,0.9024861848592971,-0.7320138567830103
11,0,0,1,1,0,1,0,0,0,0,0,0,0,31,14,1,1,1,256.0448754676702,1,malicious,1.183743327985809,0.36970172524305145,-1.3056856380271749
0,0,1,1,1,0,1,0,0,0,0,0,0,0,38,8,1,1,1,14.988554166228877,1,malicious,-0.4174191725057983,-2.8942241384835143,1.3415675708024142
1,0,0,1,1,0,1,0,0,0,0,0,0,0,13,6,1,1,1,12.939235754043288,1,malicious,-1.1632272283573972,-0.34986927152818054,-1.4003767988983529
1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,7,2,2,2,81.21265138260323,1,malicious,-0.6703087880256546,-0.12270630541852269,0.7111104874492
1,0,0,1,1,0,1,1,0,0,0,0,0,0,16,2,0,1,1,7.152504133124591,1,malicious,1.7798802314191784,-0.9698320203505512,-0.10994335747441814
1,0,0,0,0,0,0,1,0,0,0,1,0,0,16,6,0,0,0,17.9365234375,1,malicious,1.7504814076582118,0.8054257636144606,0.5145335816903384
