Page,Encrypt,ObjStm,JS,JavaScript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,obj,stream,xref,trailer,startxref,filesize_kb,Colors_gt_224
4,0,0,2,3,0,1,1,0,0,0,0,0,51,5,1,1,1,67.8740059459105,0
2,0,5,0,0,0,0,0,0,0,0,0,0,35,68,1,1,2,162.27106674684546,0
1,0,2,0,0,0,0,1,0,0,0,0,0,75,22,0,0,1,332.8862636896491,0
1,0,0,3,1,0,1,0,0,0,0,0,0,25,6,1,1,1,22.967206948057846,0
38,0,0,0,0,3,2,3,0,0,0,1,1,14,2,9,15,6,52.58617875172831,0
2,0,1,0,0,0,1,0,0,0,0,0,0,62,19,0,0,0,63.16822948891877,0
0,0,0,1,2,0,0,0,0,0,0,0,0,28,2,0,1,1,20.494162553442322,0
2,0,2,0,0,0,0,1,0,0,0,0,0,27,3,5,1,1,188.86695713275276,0
2,0,0,1,2,0,0,1,0,0,0,0,0,49,0,0,1,0,165.8266229656028,0
17,1,0,4,5,0,0,1,0,1,0,9,1,64,29,1,1,2,7.767934684592383,0
1,0,0,1,1,1,1,0,0,0,1,0,0,87,117,4,4,3,3037.792088790673,0
1,0,2,1,0,0,0,1,0,0,0,0,0,31,5,0,0,1,44.29502643103223,0
2,0,0,0,4,0,1,1,0,0,0,0,0,49,1,1,1,1,13.1641303142244,0
4,0,0,0,1,4,1,0,0,0,0,0,0,34,22,4,10,31,74.02838089325358,0
0,0,0,1,6,0,0,1,0,0,0,0,0,38,12,1,1,1,59.56550271801298,0
3,0,0,3,3,0,0,0,0,0,0,0,0,41,6,1,1,1,30.878529498017777,0
2,0,0,1,1,0,1,0,0,0,0,0,0,12,0,1,1,1,7.976429461963658,0
1,0,0,2,1,0,1,1,0,0,0,0,0,21,3,1,1,1,16.255884205546483,0
5,1,0,4,5,0,0,1,0,1,0,9,1,43,27,1,1,2,47.19911298262372,0
1,0,0,1,2,0,0,0,0,0,0,0,0,33,3,0,1,0,41.5464540743574,0
2,0,0,2,3,0,1,1,0,0,0,0,0,42,2,1,1,1,3.651904951478711,0
1,0,2,0,0,0,0,0,0,0,0,0,0,423,37,0,0,1,222.9665796889753,0
1,0,0,0,4,0,1,1,0,0,0,0,0,33,4,1,1,1,9.557429976959517,0
0,0,0,1,4,0,1,0,0,0,0,0,0,47,5,1,1,1,27.343989162114,0
2,0,0,1,2,0,0,1,0,0,0,0,0,31,4,0,0,1,68.9828459190625,0
2,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,1,1,30.204287574768202,0
1,0,0,1,3,0,1,0,0,0,0,0,0,17,0,1,1,1,19.12373662997226,0
1,0,0,1,0,0,0,1,0,0,0,0,0,55,1,1,1,0,35.37844873321281,0
2,0,1,0,0,0,1,0,0,0,0,0,0,57,9,2,38,2,221.60510620948443,0
1,1,0,4,5,0,0,1,0,1,0,9,1,70,22,1,1,2,514.2438034936793,0
2,0,0,2,0,0,1,0,0,0,0,0,0,20,0,1,1,1,216.502729097912,0
1,0,1,0,0,0,0,0,0,0,0,0,0,73,6,0,2,2,12.080831003452875,0
4,1,0,4,5,0,0,1,0,1,0,9,0,69,31,1,1,2,735.6851976319549,0
0,1,0,4,5,0,0,0,0,1,0,0,0,82,20,1,1,2,513.8333382433295,0
1,0,0,1,1,0,1,0,0,0,0,0,0,18,0,0,1,1,67.49060985174955,0
3,0,0,1,1,0,0,0,0,0,0,0,0,44,5,0,7,4,41.82384546761614,0
3,0,1,0,0,0,0,0,0,0,0,0,0,69,7,2,2,2,272.04237284280936,0
1,0,0,1,1,0,1,0,0,0,0,0,0,1,3,1,1,1,9.376843585086817,0
6,0,1,1,1,1,1,0,0,0,1,0,0,100,229,3,1,3,3065.3965032195865,0
0,0,0,1,3,0,1,1,0,0,0,0,1,58,3,1,1,1,56.21825240990066,0
2,0,0,0,0,0,0,0,0,0,0,0,0,32,6,2,2,2,69.7442396442551,0
3,0,0,2,3,0,1,0,0,0,0,0,0,67,7,1,1,1,7.354855206219165,0
1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,1,1,32.98928284155825,0
5,0,1,5,6,1,0,0,0,0,0,0,0,424,195,6,5,4,338.66570685194574,0
3,0,0,2,2,0,0,0,0,0,0,1,0,26,6,1,1,1,53.745959464663926,0
2,0,2,1,0,0,0,0,0,0,0,0,0,19,5,0,0,1,24.074315911989043,0
4,0,0,1,2,1,1,0,0,0,0,0,0,35,97,3,3,3,85.31628431259502,0
3,0,0,1,1,0,1,1,0,0,0,1,1,17,4,1,1,1,9.341209374834362,0
2,0,0,1,1,0,1,0,0,0,0,0,0,16,1,1,1,1,36.82173401842115,0
3,0,0,1,2,0,0,0,0,0,0,0,0,61,6,1,1,1,52.5373458796047,0
1,0,0,1,2,0,1,0,0,0,0,0,0,23,1,1,1,1,29.137278434869188,0
5,0,0,1,1,1,1,0,0,0,1,0,0,92,11,3,3,3,73.57161939492596,0
3,0,0,0,0,0,0,0,0,0,0,0,0,85,9,2,2,2,77.34236244673193,0
0,1,0,4,5,0,0,1,0,1,0,9,1,53,17,1,1,2,529.6709047293714,0
0,0,0,1,3,0,1,0,0,0,0,0,0,7,4,1,1,0,20.685907991265147,0
5,0,1,1,1,1,1,0,0,0,1,0,0,641,181,3,3,3,361.60138945127665,0
1,0,0,2,3,0,1,1,0,0,0,0,0,3,2,1,1,1,11.141296221483135,0
2,0,0,2,0,0,1,0,0,0,0,0,0,30,0,1,1,1,28.473164071986115,0
3,0,0,0,0,1,0,0,0,0,0,0,0,81,10,2,2,2,99.84529003316972,0
3,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,1,1,23.677799157944378,0
1,0,1,1,1,1,1,0,0,0,1,0,0,52,108,3,3,3,2265.6034171853453,0
1,0,0,2,3,0,0,1,0,0,0,0,0,45,0,0,1,1,36.5184822453335,0
0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,1,1,1,52.585685343807896,0
3,0,0,5,3,0,0,1,0,0,0,0,0,29,5,1,1,1,65.13477205972944,0
3,0,1,1,1,1,1,0,0,0,1,0,0,92,186,4,4,4,2662.926319143856,0
0,0,0,1,1,0,0,1,0,0,0,0,0,15,2,0,1,0,27.233104801998856,0
1,0,2,0,0,0,0,1,0,0,0,1,0,22,14,0,0,1,75.53614479806198,0
1,0,0,0,0,0,0,1,0,0,0,0,1,14,23,0,0,1,287.1626452162436,0
3,0,0,2,2,0,1,0,0,0,0,0,0,11,5,1,1,0,33.227778843100566,0
6,1,0,4,5,0,0,1,0,0,0,1,1,72,22,1,0,2,818.0881766191249,0
1,0,0,3,3,0,1,0,0,0,0,0,0,8,2,1,1,1,120.41346719159667,0
1,0,0,1,3,0,1,1,0,0,0,0,0,65,2,1,1,1,21.48377898307423,0
4,0,0,1,1,1,1,0,0,0,1,0,0,64,176,3,3,3,66.76325401706688,0
0,0,1,1,1,1,1,0,0,0,1,0,0,13,169,12,2,4,59.69310671343136,0
39,0,2,13,19,10,0,0,0,0,0,0,0,47,32,22,22,12,213.44466912138807,0
2,0,0,1,2,0,1,0,0,0,0,0,0,48,5,1,1,1,28.185321319413106,0
0,0,1,0,0,0,0,0,0,0,0,0,0,45,21,0,0,2,133.7354182804082,0
1,0,0,5,0,0,0,0,0,0,0,0,0,54,14,0,10,39,15.910327918532253,0
1,0,0,0,3,0,0,0,0,0,0,0,0,6,3,1,1,1,25.00863777578957,0
0,0,0,0,0,0,2,0,0,0,0,0,1,2,10,1,1,2,143.87836765019483,0
31,0,0,1,2,1,1,0,0,0,1,0,0,538,169,4,3,4,2104.752248925408,0
3,0,1,0,0,0,0,0,0,0,0,0,0,74,25,2,4,33,292.52355820691446,0
1,0,0,0,1,1,2,0,0,0,0,0,0,40,4,5,15,6,33.66622166538285,0
1,0,0,2,3,0,1,1,0,0,0,0,0,23,2,1,1,1,22.75581113165449,0
2,0,0,1,2,0,1,0,0,0,0,0,0,6,1,1,1,1,30.666971392130574,0
16,0,6,0,0,0,0,0,0,0,0,0,0,445,18,22,7,12,286.0220457496329,0
37,0,60,0,0,4,2,3,0,0,0,1,1,9,2,22,2,6,194.86929505207868,0
6,0,8,0,0,0,2,1,0,0,0,7,1,7,64,31,0,6,220.9593394973417,0
1,0,1,0,0,0,0,0,0,0,0,0,0,68,5,2,2,2,187.8742183543553,0
1,0,1,0,0,0,0,0,0,0,0,0,0,70,32,0,2,2,235.6764508442393,0
3,0,0,1,2,0,0,0,0,0,0,0,0,9,3,1,1,7,169.1658084802061,0
1,0,0,0,0,0,0,0,0,0,0,0,0,52,5,1,1,2,76.20245591459074,0
1,1,0,4,5,0,0,1,0,1,0,9,1,86,27,1,1,2,583.150069865149,0
0,0,0,1,2,0,0,0,0,0,0,0,0,33,0,0,1,0,0.4453693216701069,0
0,0,0,3,4,0,0,0,0,0,0,0,0,38,8,1,1,2,58.46321276794461,0
2,0,0,0,2,0,0,0,0,0,0,0,0,34,18,0,0,1,164.29650967643457,0
1,0,2,0,0,0,0,0,0,0,0,0,0,72,3,0,0,1,213.43653690384093,0
1,0,4,0,0,0,0,0,0,0,0,9,0,68,23,30,0,31,646.9461247800346,0
3,0,0,0,0,0,0,0,0,0,0,0,0,66,4,1,1,2,3.6653448753109465,0
1,0,0,1,0,0,0,0,0,0,0,0,0,51,25,0,1,1,65.03278536817918,0
0,0,0,1,1,0,1,0,0,0,0,0,0,16,3,1,1,1,24.856643257295186,0
0,0,0,1,2,0,0,0,0,0,0,0,0,44,0,0,1,0,10.2356024475651,0
0,0,0,2,3,0,1,1,0,0,0,0,0,56,1,1,1,1,40.07659913543455,0
0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,2,6,2,26.188409672500754,0
3,0,0,2,3,0,0,1,0,0,0,0,0,58,3,1,1,1,48.41882098989349,0
0,0,3,0,0,0,2,15,0,0,0,1,1,45,6,0,0,2,86.04808807456028,0
1,1,0,4,5,0,0,1,0,1,0,9,1,98,7,1,1,2,24.269294124040442,0
7,0,2,0,0,0,0,0,0,0,0,7,0,324,18,0,6,10,90.59532026917628,0
0,0,7,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,118.64208219893005,0
0,0,0,1,6,0,0,0,0,0,0,0,0,34,1,0,1,1,33.34606160102239,0
1,0,0,0,0,0,1,0,0,0,0,0,0,29,6,1,5,2,145.42549144946167,0
1,0,1,0,0,0,0,0,0,0,0,0,0,495,7,2,2,2,313.75134978074675,0
3,0,1,0,0,0,0,0,0,0,0,0,0,53,10,2,2,2,266.78135034231747,0
3,0,1,0,0,0,0,0,0,0,0,0,0,29,9,2,2,2,318.88764047771576,0
5,0,0,19,1,1,1,2,0,0,1,0,0,100,179,7,4,4,450.2292865485473,0
0,0,0,1,1,0,1,0,0,0,0,0,0,28,2,1,1,1,18.086147327338054,0
3,0,0,1,1,0,1,0,0,0,0,0,0,74,8,1,1,2,316.0151084646671,0
1,0,0,1,2,0,1,0,0,0,0,0,0,36,2,0,1,1,47.123728596782684,0
1,0,0,1,2,0,0,1,0,0,0,0,0,25,19,0,0,0,75.54204392511049,0
0,0,0,1,0,0,1,0,0,0,0,0,0,7,5,1,0,1,0.1962224208457073,0
2,0,0,2,4,0,0,0,0,0,0,0,0,56,4,1,1,1,15.393223719937485,0
0,0,1,0,0,0,0,0,0,0,0,0,0,90,9,2,2,2,753.0116421639323,0
33,0,0,5,1,1,0,0,0,0,0,0,0,373,26,0,12,3,1797.59554074068,0
2,0,2,0,1,2,0,0,0,0,0,0,0,348,20,5,4,4,219.5616963016412,0
0,0,0,2,3,0,1,1,0,0,0,0,0,50,2,1,1,1,53.48126062735797,0
0,0,0,1,2,0,0,0,0,0,0,0,0,30,3,1,1,1,119.02102861512635,0
2,0,0,3,2,0,0,0,0,0,0,0,0,76,10,0,0,0,71.24833926965452,0
1,0,0,2,0,0,0,1,0,0,0,0,0,56,15,1,1,1,164.20817141162257,0
2,0,0,1,13,0,0,1,0,0,0,0,0,49,20,1,1,1,228.42409745550603,0
2,0,0,0,0,0,0,1,1,0,0,0,1,28,4,0,0,1,229.17687519766898,0
1,0,1,0,0,0,0,0,0,0,0,0,0,81,7,2,2,2,171.53500099158748,0
6,1,0,4,5,0,0,1,0,1,0,9,1,71,14,1,1,2,901.1996314782268,0
1,0,0,1,2,0,1,0,0,0,0,0,0,15,6,1,1,1,17.697570563387725,0
2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,533.3550633675137,0
0,0,1,0,0,0,0,0,0,0,0,0,0,83,9,2,2,2,127.10065085875434,0
0,0,0,1,2,0,0,0,0,0,0,0,0,40,3,0,1,0,62.64267023768774,0
1,1,0,4,5,0,0,1,0,1,0,9,1,88,27,1,1,4,2571.0048249390156,0
22,0,35,5,19,0,0,0,0,0,0,0,0,107,40,22,22,12,32.30048718791036,0
1,0,0,1,1,0,1,1,0,0,0,0,0,4,1,1,1,1,32.50349138892298,0
0,0,0,1,1,0,1,0,0,0,0,0,0,20,2,1,1,1,22.9505226857489,0
4,0,1,1,1,1,1,0,0,0,1,0,0,97,195,3,3,4,2825.7730448472576,0
1,0,0,1,2,0,0,0,0,0,0,0,0,19,1,1,1,1,42.89849931927209,0
1,0,0,1,3,0,1,1,0,0,0,0,0,7,2,1,1,1,61.15960212489608,0
3,1,0,4,5,0,0,1,0,1,0,9,1,84,40,1,1,2,1800.5883501597496,0
18,0,0,19,4,0,0,0,0,0,0,0,0,454,45,1,0,1,197.36828372411236,0
2,0,0,1,1,0,0,0,0,0,0,0,0,24,4,1,1,1,19.377452542559706,0
1,0,1,1,0,0,0,0,0,0,0,0,0,70,10,2,1,1,86.40293544132592,0
2,0,0,1,1,0,1,0,0,0,0,0,0,32,2,1,1,0,31.56194935278701,0
1,0,0,2,3,0,1,0,0,0,0,0,0,47,4,1,1,1,41.28388124470853,0
2,0,0,1,1,0,0,0,0,0,0,0,0,49,15,7,1,39,81.48566838644614,0
4,0,35,5,0,0,0,0,0,0,0,0,0,255,188,1,30,1,267.8140613947029,0
1,1,0,1,5,0,0,0,0,1,0,0,0,109,19,1,1,0,51.256306542227236,0
2,0,0,1,1,0,1,0,0,0,0,0,0,54,5,1,1,1,22.7002115871223,0
1,0,1,1,1,1,1,0,0,0,1,0,0,81,126,3,3,3,2856.7120053750014,0
10,1,0,4,5,0,0,1,0,1,0,9,1,102,37,1,1,2,313.2663917927382,0
2,0,1,0,0,0,0,0,0,0,0,0,0,67,10,2,2,2,295.27339967765204,0
1,0,0,1,1,0,1,0,0,0,0,0,0,23,2,1,1,1,32.27835044323661,0
2,0,0,1,2,0,1,0,0,0,0,0,0,5,1,1,1,1,33.89898685183948,0
0,0,0,1,1,0,1,0,0,0,0,0,0,37,2,1,1,1,14.262826918002428,0
5,0,0,2,3,0,1,0,0,0,0,0,0,55,3,1,1,1,59.47876813600266,0
1,0,0,2,1,0,1,1,0,0,0,1,1,25,2,0,38,1,26.403546409800725,0
2,0,0,0,3,0,1,1,0,0,0,0,0,17,1,1,1,1,14.228547702041443,0
13,0,2,0,0,1,0,1,0,0,0,0,0,246,25,0,0,4,52.8017363369604,0
1,0,0,1,1,0,1,0,0,0,0,0,0,21,3,1,1,1,19.798895239833996,0
1,0,0,1,1,0,0,0,0,0,0,0,0,36,2,1,1,0,79.40252554244226,0
1,0,0,1,2,0,0,0,0,0,0,0,0,20,3,0,1,1,34.07999681264386,0
1,0,0,1,2,0,0,0,0,0,0,0,0,45,1,1,1,1,17.91675444740992,0
2,0,0,0,13,0,0,0,0,0,0,0,0,1,8,1,1,2,224.77749770397102,0
2,0,0,4,6,2,0,0,0,0,0,0,1,551,32,0,0,2,327.65716126214227,0
1,0,1,1,1,1,1,0,0,0,1,0,0,85,132,4,3,3,2134.330178498309,0
0,0,0,0,0,3,0,0,0,0,0,0,0,26,89,2,2,2,3.298680724441244,0
1,0,0,1,0,0,0,1,0,0,0,0,0,27,2,0,0,1,44.28341139090565,0
2,0,7,5,0,0,0,0,0,0,0,0,0,62,18,30,0,15,227.02570221620118,0
1,1,0,4,5,0,0,1,0,1,0,9,1,81,21,1,1,2,1633.939013774827,0
3,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,242.467506057799,0
1,0,0,2,3,0,1,1,0,0,0,0,1,45,7,1,1,1,77.55342856868846,0
1,0,0,0,1,4,0,0,0,0,0,0,0,59,5,1,7,15,319.13626848075677,0
1,0,1,0,0,0,0,0,0,0,0,0,0,42,11,2,2,2,134.7600538169468,0
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,1,0,47.44076676764668,0
2,0,7,1,0,0,0,0,0,0,0,0,0,229,36,0,0,7,1223.0715341067307,0
1,0,0,3,0,0,1,1,0,0,0,0,0,43,7,1,1,1,58.20527503740804,0
4,0,0,0,0,4,2,0,0,0,0,0,0,44,32,4,0,31,25.437282732152187,0
2,0,1,0,0,0,0,1,0,0,0,1,1,18,9,0,0,6,23.87701895481164,0
2,0,0,1,0,0,1,1,0,0,0,0,0,20,1,0,0,0,17.030005519561218,0
4,0,2,0,0,0,0,0,0,0,0,0,0,412,32,7,3,12,347.54983669423643,0
0,0,0,1,2,0,0,0,0,0,0,0,0,13,1,0,1,1,0.6670672959117994,0
1,0,0,1,0,0,0,1,0,0,0,1,1,54,24,5,1,1,43.23169789653956,0
5,0,0,2,3,0,1,0,0,0,0,0,0,26,7,1,1,1,18.595648826409086,0
3,0,1,0,0,0,0,0,0,0,0,0,0,47,8,2,2,2,294.45115339968646,0
1,0,0,3,0,0,1,0,0,0,0,0,0,18,20,0,1,1,24.406669682382745,0
3,0,0,1,0,0,0,0,0,0,0,0,0,60,6,2,0,2,98.18318740525504,0
0,0,0,2,3,0,1,0,0,0,0,0,0,45,7,1,1,1,48.00437466274073,0
3,0,0,1,2,0,0,0,0,0,0,1,0,46,5,0,1,0,27.934844239813277,0
49,0,0,0,0,3,2,3,0,0,0,1,1,7,1,9,15,6,61.38979868776701,0
0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,1,1,1,25.050895805973653,0
2,0,0,1,1,1,1,0,0,0,1,0,0,60,5,1,1,1,93.47450129273264,0
9,0,0,0,0,3,2,1,0,0,0,1,1,27,28,10,31,6,42.628664531804546,0
3,0,0,5,1,0,1,0,0,0,0,0,0,32,5,1,1,1,201.53372492375448,0
1,0,0,1,2,0,1,0,0,0,0,0,0,37,1,1,1,1,30.6556007249746,0
59,0,0,0,0,3,2,3,0,0,0,1,1,36,2,9,15,6,25.676347032592815,0
3,0,0,1,1,0,1,0,0,0,0,0,0,23,0,5,22,1,0.32894500644852087,0
20,1,0,4,5,0,0,0,0,1,0,9,0,81,37,1,1,2,558.9391993769717,0
12,1,0,4,5,0,0,1,0,1,0,9,1,89,27,1,1,2,5.871922753395605,0
1,0,0,1,2,0,1,0,0,0,0,0,0,23,3,1,1,1,41.88500990975075,0
1,0,0,1,2,0,1,5,0,0,0,0,0,34,1,1,1,0,45.63362035112654,0
2,0,1,0,0,0,0,0,0,0,0,0,0,76,72,0,0,5,209.29105321056448,0
2,0,2,1,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0.9328423520341502,0
0,0,2,0,2,0,0,1,0,0,0,0,0,13,3,0,1,1,42.88677310817347,0
0,0,0,1,1,0,1,0,0,0,0,0,0,23,3,1,1,1,26.39562972506761,0
1,0,0,0,0,0,0,0,0,0,0,0,0,33,8,1,0,1,11.67158677396106,0
1,0,0,1,2,0,0,0,0,0,0,0,0,31,1,1,1,0,17.928279354426035,0
2,0,0,1,2,0,0,0,0,0,0,0,0,23,0,0,1,0,7.040824256860102,0
3,0,0,0,0,0,1,1,0,0,0,0,0,66,7,1,1,1,56.668683049249395,0
12,1,0,4,5,0,0,1,0,1,0,9,1,91,36,1,1,2,674.6955260670178,0
4,0,1,0,0,0,0,0,0,0,0,0,0,41,9,2,2,2,61.51352072381154,0
31,0,1,1,1,1,1,0,0,0,1,0,0,687,162,3,3,4,2768.965014747224,0
1,0,0,1,6,0,1,0,0,0,0,0,0,14,2,1,7,1,15.439915392156449,0
1,0,0,1,2,0,1,0,0,0,0,0,0,7,1,1,1,1,13.00465434394674,0
1,0,0,2,3,0,1,0,0,0,0,0,0,43,6,1,1,1,15.481420612461953,0
7,0,1,1,1,1,1,0,0,0,1,0,0,113,224,3,3,3,3870.0386520251814,0
1,0,0,0,0,1,1,9,0,0,0,0,1,58,5,9,0,6,68.13359656004037,0
2,0,0,1,1,0,1,0,0,0,0,0,0,77,4,1,4,1,319.05240965027076,0
2,0,0,1,2,0,0,0,0,0,0,0,0,44,5,0,1,1,6.453394400618382,0
3,0,0,1,3,0,1,0,0,0,0,1,0,6,6,1,1,1,74.55690422000653,0
1,0,0,0,2,0,0,0,0,0,0,0,0,12,2,1,1,6,7.252574256706335,0
10,1,0,4,5,0,0,1,0,1,0,9,0,103,35,1,1,2,576.1154488978109,0
15,0,0,0,0,1,1,0,0,0,0,1,0,383,118,10,18,6,211.11990239221416,0
2,0,0,1,1,0,1,0,0,0,0,0,0,54,6,1,1,1,41.685386497948585,0
5,0,0,1,1,1,1,5,0,0,0,0,0,531,115,3,3,0,330.2211763394028,0
1,0,0,1,2,0,0,0,0,0,0,0,0,11,3,0,1,0,12.136160715528586,0
0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,1,1,23.189217383749142,0
0,0,5,0,0,0,0,0,0,0,0,0,0,26,19,1,0,1,145.80458708065885,0
15,1,0,4,5,0,1,0,0,1,0,9,1,81,27,1,1,2,2089.716078129565,0
2,0,0,1,2,0,1,0,0,0,0,0,0,15,3,1,1,1,30.27130760795835,0
0,0,1,1,1,0,0,0,0,0,0,0,0,58,16,0,1,3,318.58794513277877,0
2,0,0,2,3,0,1,1,0,0,0,0,0,71,24,1,1,1,56.33859315049055,0
2,0,0,0,0,0,1,0,0,0,0,0,0,18,6,1,1,1,67.45005244629118,0
1,0,0,1,3,0,0,0,0,0,0,0,0,1,4,1,1,1,34.79713257297496,0
1,0,1,0,0,0,0,0,0,0,0,0,0,58,6,2,2,2,0.0594141909119017,0
1,0,0,1,1,0,4,0,0,0,0,0,0,40,0,0,0,0,3.8787610338884377,0
2,0,0,1,3,0,1,1,0,0,0,0,0,10,2,1,1,1,29.60764493100242,0
5,0,0,0,0,0,1,0,0,0,0,0,0,42,9,2,2,4,64.58445534049162,0
5,0,0,0,0,2,0,0,0,0,0,0,0,99,16,6,4,7,99.52277539718902,0
1,0,0,0,1,0,1,1,0,0,0,1,1,20,4,1,1,1,8.453398010032023,0
1,0,0,2,0,0,1,1,0,0,0,0,1,34,3,1,1,1,31.043276951445183,0
1,0,6,0,0,0,0,1,0,0,0,0,0,40,4,0,0,1,37.519737523838145,0
1,0,0,0,5,0,0,1,0,0,0,9,1,56,20,1,1,2,864.0533221166647,0
3,0,0,2,3,0,1,0,0,0,0,0,0,49,5,1,1,1,56.610544358626754,0
5,0,0,1,1,1,1,0,0,0,1,0,0,49,210,3,3,3,2639.8755844657308,0
1,0,0,1,0,0,0,0,0,0,0,0,0,17,1,0,1,1,21.064395855717745,0
1,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,20,34.32513529110477,0
2,0,10,0,0,0,0,0,0,0,0,0,0,89,8,10,0,2,357.2142416190495,0
2,0,0,3,0,0,0,0,0,0,0,0,0,29,17,1,1,1,262.9403413504557,0
0,0,0,1,1,1,1,0,0,0,0,0,0,27,5,1,1,1,1981.4921154390713,0
1,0,1,4,0,0,0,1,0,0,0,0,0,30,4,0,0,2,518.2776941109925,0
0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,0,0,0,124.26883663514167,0
1,0,1,0,0,0,0,0,0,0,0,0,0,74,20,0,0,1,39.27683568843071,0
2,0,0,0,2,0,0,0,0,0,0,0,0,16,3,1,1,1,39.0373967970505,0
1,0,0,1,1,0,0,0,0,0,0,0,0,20,3,0,1,1,9.796014084467576,0
2,0,2,0,13,0,0,9,0,0,0,3,0,227,49,22,0,1,250.57823664480725,0
1,0,0,1,1,0,0,0,0,0,0,0,0,17,2,0,1,1,73.20364955427688,0
2,0,1,3,1,0,0,0,0,0,0,0,0,72,4,3,1,1,86.5161880103344,0
1,0,35,0,0,3,0,0,0,0,0,0,0,43,4,5,0,1,23.94418682897794,0
1,0,0,3,1,0,0,0,0,0,0,0,0,52,6,1,1,1,261.43929812775593,0
21,0,5,13,0,0,0,0,0,0,0,0,1,55,8,1,0,39,148.4743567976323,0
1,0,0,0,0,0,0,0,0,0,0,0,0,53,9,1,1,2,5.90834553653089,0
2,0,0,0,1,0,1,0,0,0,0,0,0,15,5,1,1,1,35.49710426807451,0
2,0,0,3,1,0,1,0,0,0,0,0,0,36,8,1,1,1,22.69987418317672,0
3,0,1,0,0,0,0,0,0,0,0,0,0,60,6,2,2,2,133.28327295338767,0
16,0,2,19,0,10,0,0,0,0,0,0,0,169,45,0,7,12,88.25787324922888,0
1,1,0,4,5,0,4,0,0,1,0,9,1,76,22,1,1,1,550.4560996065757,0
0,0,1,0,0,0,0,0,0,0,0,0,0,44,9,2,2,5,175.95627131021234,0
55,0,0,0,0,3,2,3,0,0,0,1,1,1,0,9,15,6,78.88563358181327,0
4,0,0,19,19,0,1,0,0,0,1,0,0,299,114,3,22,4,268.4996327004763,0
0,0,2,0,1,0,1,15,0,0,0,0,0,37,36,1,1,7,172.07779890808345,0
7,1,0,4,5,0,0,1,0,1,0,9,1,86,38,1,1,2,446.1490697886247,0
1,0,3,0,0,0,0,1,0,0,0,0,0,43,32,0,0,1,336.0667157784825,0
2,1,0,4,5,0,0,0,0,1,0,9,1,95,47,1,1,2,837.724055753892,0
0,0,3,0,0,0,0,0,0,0,0,0,0,29,8,2,0,1,215.28566888055815,0
3,0,0,1,0,0,1,0,0,0,0,0,0,31,3,1,1,2,10.68072299278034,0
4,0,0,0,1,0,1,1,0,0,0,0,0,32,4,1,1,1,21.676418786242774,0
2,0,0,1,1,0,1,0,0,0,0,0,0,49,3,1,1,1,59.496382073161655,0
2,0,1,0,0,0,0,0,0,0,0,0,0,78,3,2,2,1,55.5806605367397,0
3,0,2,0,0,0,0,0,1,0,0,0,0,402,164,22,30,12,281.99857665471364,0
3,0,4,0,1,0,0,0,0,0,0,0,0,379,2,31,22,6,135.22381403963465,0
1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,1,1,1,24.403227617937922,0
20,0,2,0,0,10,0,1,0,0,0,1,1,224,17,10,0,12,140.37523215339132,0
2,0,0,2,3,0,1,1,0,0,0,1,1,14,3,0,1,1,76.57736611812038,0
2,0,0,0,1,0,1,0,0,0,0,0,0,36,3,1,1,1,25.996317597473816,0
1,0,0,1,2,0,0,1,0,0,0,0,0,5,1,1,1,1,29.411865384580267,0
6,1,0,4,5,0,0,1,0,1,0,9,1,73,30,1,1,2,267.4501439133937,0
0,0,0,3,0,0,0,0,0,0,0,0,0,30,26,1,15,1,32.09903475815896,0
0,0,2,0,0,0,0,1,0,0,0,0,0,99,25,0,0,1,763.1919852168667,0
0,0,0,1,3,0,0,1,0,0,0,0,0,17,1,0,1,1,33.53511030153018,0
2,0,0,1,2,0,0,0,0,0,0,0,0,42,3,1,1,1,134.74592614066492,0
1,0,0,1,1,0,1,1,0,0,0,0,0,13,4,1,1,1,26.668376762085472,0
3,0,0,1,1,0,1,0,0,0,0,0,0,5,3,1,1,1,45.257101129856416,0
0,0,0,1,2,0,1,0,0,0,0,0,0,9,2,0,1,1,5.709319447622359,0
2,0,0,0,0,0,0,0,0,0,0,0,1,41,4,2,0,6,91.92857446207964,0
3,0,0,2,3,0,0,1,0,0,0,0,0,49,2,1,1,1,15.246975435526291,0
16,1,0,4,5,0,0,0,0,1,0,0,0,79,60,1,1,2,194.25766574783378,0
